"Topical Trust Flow","Topic","External Referring URLs","Links From Ref Domains","Ref Domains"
39,"Reference/Almanacs",64105,6924703,1230
39,"Health/Conferences",54287,4118233,1233
39,"Business/Information Services",36970,3158639,987
39,"World/Română",29553,3045313,750
39,"Computers/Programming/Drivers",9016,374347,84
38,"Games/Tile Games",117393,5480355,892
38,"World/Lietuvių",33783,3695826,603
38,"Arts/News and Media",22779,2863304,220
38,"Computers/Internet/File Sharing",22450,4409996,535
38,"Science/Search Engines",2028,1007722,121
37,"Home/Urban Living",61318,6117922,577
37,"Computers/Programming/Magazines and E-zines",61189,3300548,407
37,"Sports/Goalball",18551,3005362,296
37,"Reference/Knots",16471,1253314,371
37,"Sports/Racquetball",12333,1166331,283
37,"Computers/Programming/Disassemblers",8911,1464517,145
37,"Sports/Informal Sports",8486,297002,82
36,"Arts/Awards",156535,726981,302
36,"Computers/Ethics",12709,1164155,490
36,"Home/Software",11123,1023834,120
35,"Games/Dice",247061,3202172,520
35,"Reference/Books",79875,7306377,684
35,"Computers/Internet/Statistics and Demographics",56975,9389248,1721
35,"Games/Video Games/Word Games",48509,3106653,375
35,"World/Japanese",41311,1062351,810
35,"Computers/Software/News and Media",24514,1983921,239
35,"Sports/Handball",19661,184737,136
35,"Computers/Programming/Agents",5000,119828,82
35,"Sports/Rope Skipping",3240,62512,83
35,"Sports/Lumberjack",2595,878850,86
35,"Sports/Footbag",1144,414232,61
34,"Computers/Programming/History",55043,4262850,372
34,"Computers/Computer Science/Database Theory",47502,48327248,1591
34,"World/Bosanski",42446,5714072,248
34,"Computers/Bulletin Board Systems",14613,2312421,1114
34,"World/Thai",10096,914430,112
34,"Games/Party Games",8641,574892,332
34,"World/Magyar",8339,2353479,341
34,"Adult/Other",893,399796,48
33,"Games/Video Games/Chats and Forums",566502,18107138,1621
33,"World/Bulgarian",58311,4526812,539
33,"News/Other",51391,2512339,47
33,"Games/Video Games/Educational",14293,1459019,392
33,"Computers/Intranet",12875,576969,262
33,"World/Latviski",12072,1486816,260
33,"Sports/Boomerang",11096,1076550,155
33,"Computers/Other",10107,344022,405
33,"Sports/Tchoukball",2616,23355,16
33,"Sports/Sepak Takraw",2486,194317,97
33,"Computers/Programming/Threads",1183,273165,199
32,"Home/Entertaining",204256,6717519,1646
32,"Science/Chats and Forums",79659,1918814,223
32,"Computers/Programming/Libraries",31502,5603187,1544
32,"Recreation/Picture Ratings",14153,625733,153
32,"World/Srpski",6644,437475,189
32,"Sports/Team Spirit",2504,551542,152
31,"Recreation/Locks",7813,1241163,136
30,"News/Chats and Forums",50766,3780101,397
30,"Health/Search Engines",19045,479039,222
30,"Sports/Kabbadi",2428,5522,15
30,"Reference/Parliamentary Procedure",2326,290874,131
29,"News/Extended Coverage",78955,2692459,705
29,"Recreation/Other",39474,2633223,945
29,"Computers/Internet/Etiquette",27324,2680406,1088
29,"World/Norsk",12846,2120169,624
29,"Games/Video Games/Humorous",7886,287684,27
29,"Games/Hand Games",4980,1385930,97
28,"Games/Play-By-Mail",2024,470558,81
28,"World/Sardu",1573,124273,45
28,"Computers/Programming/Memory Management",1416,367316,119
28,"World/Dansk",1393,17074,55
27,"Business/Other",486774,9337132,1176
27,"Computers/Internet/Education",52272,1461179,311
27,"Computers/Software/Search Engines",12389,2090556,383
27,"Computers/Software/History",6704,452972,224
27,"Sports/Officiating",1251,206287,32
26,"World/Ukrainian",76699,1674964,120
26,"Adult/Games",24204,1475336,358
26,"Sports/Rounders",1628,424750,21
25,"Sports/Pesäpallo",9915,302907,269
25,"Computers/Computer Science/Reference",1063,56368,20
24,"Computers/Software/Enterprise Information Integration",3672,828287,285
24,"World/Chinese Simplified",406,72035,38
23,"Computers/Programming/FAQs  Help  and Tutorials",737004,2166388,82
23,"Computers/Mailing Lists",5879,83543,57
22,"Arts/Chats and Forums",158558,528172,17
22,"Games/Video Games/Directories",30814,2403815,162
22,"Games/Video Games/Fan Pages",3805,182101,116
21,"Computers/Programming/Operating Systems",1288,340900,208
20,"Computers/Software/Year 2000",1583,505806,119
18,"Games/Paper and Pencil",319,57946,54
14,"Computers/Computer Science/Directories",4,6546,7
13,"Games/History",44,16207,43
12,"Recreation/Whips",1,7,1
0,"Shopping/Other",0,2,2
0,"World/Esperanto",0,18,1
0,"World/Greek",0,11955,2
0,"World/Kazakh",0,48,1
0,"Computers/Internet/RFCs",0,5979,1
0,"Health/Regional",0,1,1
