"Topical Trust Flow","Topic","External Referring URLs","Links From Ref Domains","Ref Domains"
17,"Recreation/Climbing",38,799,44
17,"Computers/Internet/Organizations",38,642,84
17,"Reference/Almanacs",26,49,15
17,"Games/Video Games/Cheats and Hints",26,440,34
17,"Arts/Humanities",22,456,68
17,"Sports/Volleyball",10,50,23
17,"Computers/Software/Data Compression",5,80,13
16,"Computers/Software/Internet",1230,84153,886
16,"Sports/Equestrian",897,14147,544
16,"Science/Earth Sciences",732,3256,306
16,"Business/Real Estate",451,19902,972
16,"Science/Math",402,10964,542
16,"Arts/Magazines and E-zines",400,27112,149
16,"Recreation/Boating",273,226202,187
16,"Adult/Arts",193,1056,124
16,"Arts/Organizations",191,9437,82
16,"Arts/Awards",189,712,10
16,"Reference/Biography",189,1942,48
16,"Games/Video Games/Strategy",163,7767,111
16,"Computers/Open Source",161,11159,409
16,"Business/Automotive",153,4253,410
16,"Games/Coin-Op",88,260,29
16,"Games/Video Games/Simulation",71,717,88
16,"News/Headline Links",55,246,62
16,"Games/Video Games/Browser Based",47,1917,114
16,"Reference/Archives",47,429,51
16,"Science/Publications",40,494,83
16,"Sports/Boxing",36,288156,60
16,"Sports/Wrestling",22,1078,69
16,"Society/Future",19,7724,73
16,"Sports/Paintball",9,74,20
16,"Computers/Programming",7,121,26
15,"Recreation/Motorcycles",6439,195356,877
15,"Science/Astronomy",1277,35852,253
15,"Health",777,15545,674
15,"Games/Video Games/Console Platforms",480,35948,219
15,"Society/Philosophy",397,6318,434
15,"Business/Hospitality",220,3472,230
15,"Society/Activism",148,17528,345
15,"News/Analysis and Opinion",130,11080,112
15,"Home",98,5737,115
15,"Computers/Artificial Intelligence",97,3807,191
15,"Recreation/Models",84,546,89
15,"Shopping/Ethnic and Regional",66,251,25
15,"Sports/Organizations",37,364,25
15,"Shopping/Vehicles",22,716,112
15,"Recreation/Drugs",20,87,22
15,"Computers/Software/ERP",13,190,25
15,"Computers/Software/Device Drivers",8,426,22
14,"Computers/Software/Shareware",1449,24312,128
14,"News/Journalism",1355,117792,604
14,"Recreation/Collecting",1054,29328,301
14,"Adult/World",582,190514,889
14,"News/Breaking News",349,4756,233
14,"Games/Board Games",269,29261,296
14,"World/Deutsch",254,1759,268
14,"Games/Video Games/Computer Platforms",151,5280,106
14,"Health/Dentistry",117,2542,160
14,"Games/Video Games/Multiplayer",101,21093,51
14,"Business/Electronics and Electrical",84,3612,298
14,"Games/Video Games/Puzzle",39,930,34
14,"Business/Information Services",31,109,11
14,"Computers/Internet/Cybercafes",15,365,6
13,"Sports/Golf",1938,523604,270
13,"Business/Industrial Goods and Services",1593,245471,1054
13,"Home/Gardening",613,17701,440
13,"Business/Transportation and Logistics",533,138352,1115
13,"Computers/Internet/Domain Names",466,118797,190
13,"Shopping/Consumer Electronics",310,6716,187
13,"Society/Paranormal",287,3975,287
13,"Business/Resources",274,767,61
13,"Society/Genealogy",265,2083,119
13,"Health/Reproductive Health",194,18307,171
13,"Sports/Fantasy",154,183,28
13,"Computers/Programming/Resources",131,56830,117
13,"Business/Opportunities",118,1694,157
13,"Regional",98,18235,151
13,"Home/Apartment Living",67,855,51
13,"Computers/Software",60,921,123
13,"Reference/Knowledge Management",51,567,94
13,"Health/Addictions",49,615,97
13,"Computers",31,1406,99
13,"Computers/CAD and CAM",25,291,35
13,"Shopping/Recreation",20,473,67
13,"Shopping/Children",15,261,57
13,"Recreation/Parties",14,49,14
13,"Health/Occupational Health and Safety",3,377,11
13,"Adult/News",2,127,22
13,"Computers/Software/Search Engines",1,2,1
13,"Computers/Internet/FAQs  Help  and Tutorials",1,370,10
12,"Arts/Art History",325,2761,206
12,"Computers/Robotics",302,1690,52
12,"Computers/Internet/E-mail",291,13711,274
12,"Business/News and Media",211,3352,210
12,"Computers/Software/Directories",97,1619,149
12,"Recreation/Living History",55,240,33
12,"Games/Video Games/Recreation",44,681,35
12,"Shopping/Sports",33,992,101
12,"Sports/Track and Field",20,637,78
12,"Health/Beauty",15,875,57
12,"Computers/Internet/Routers and Routing",15,343,51
12,"Computers/Internet/Etiquette",4,26663,13
12,"Games/Card Games",3,37966,35
12,"Sports/Team Spirit",2,2,1
11,"Sports",415,4192,128
11,"Arts/Crafts",372,7434,355
11,"Recreation/Scouting",288,1194,76
11,"Shopping/Home and Garden",270,4786,223
11,"Business/Agriculture and Forestry",148,3406,242
11,"Shopping/Health",127,3169,193
11,"Business/Textiles and Nonwovens",99,5283,310
11,"Computers/Chats and Forums",68,1242,139
11,"Recreation/Aviation",61,654,143
11,"Business/Information Technology",56,3340,301
11,"Recreation/Trains and Railroads",44,430,51
11,"Computers/Software/File Management",18,4609,50
11,"Games/Video Games/Sports",14,444,39
11,"Home/Homeowners",13,1876,7
11,"Computers/Computer Science/Computer Graphics",8,162,16
11,"Reference/Time",3,33,20
11,"Computers/Software/Online Training",1,10,3
10,"Society/Philanthropy",669,57243,466
10,"Society/Lifestyle Choices",342,17654,100
10,"News/Colleges and Universities",217,2171,157
10,"Games/Miniatures",197,1963,41
10,"Health/Alternative",184,8833,319
10,"Society/Disabled",88,5071,233
10,"Arts/Architecture",72,214291,278
10,"Shopping/Antiques and Collectibles",68,45515,104
10,"Society/Crime",61,595,69
10,"Sports/Cheerleading",58,1101,8
10,"Health/Pharmacy",56,637,47
10,"Computers/Internet/Chat",42,1380,94
10,"News/Alternative",34,1318,139
10,"Computers/Programming/Development Tools",24,338,38
10,"Computers/Virtual Reality",24,614,58
10,"Business/E-Commerce",23,1891,76
10,"Games/Video Games/Emulation",17,437,40
10,"Shopping/Classifieds",13,23375,90
10,"Computers/Software/Editors",8,1121,46
10,"Computers/Internet/History",4,490,32
10,"Computers/Home Automation",3,53,13
10,"Computers/Computer Science/Organizations",2,57,9
9,"Science/Physics",1418,220473,328
9,"Computers/Internet/Abuse",144,1032,52
9,"Science/Agriculture",130,45883,334
9,"Computers/Education",75,899,134
9,"Computers/Computer Science/Theoretical",62,415,34
9,"Reference/Encyclopedias",59,934,60
9,"Sports/Running",57,984,142
9,"Games/Video Games/Game Design",52,369,41
9,"Computers/Software/Databases",44,668,106
9,"Computers/Programming/Personal Pages",41,751,68
9,"Games/Online",41,3228,125
9,"Business/Major Companies",38,2575,60
9,"Home/Home Improvement",36,1842,68
9,"Arts/Directories",34,344,47
9,"Sports/Strength Sports",24,617,29
9,"Computers/Internet/Child Safety",24,1761,45
9,"Shopping/Gifts",22,350,56
9,"Arts/Classical Studies",16,93,25
9,"Computers/Computer Science/Distributed Computing",12,291,44
9,"Arts/Digital",10,1188,52
9,"Adult/Other",8,0,0
9,"World/Svenska",3,10,5
8,"Recreation/Audio",457,3236,94
8,"Sports/Croquet",93,1674,18
8,"Shopping/Photography",85,941,40
8,"Business/Accounting",83,1610,73
8,"Society/Work",72,2372,163
8,"Computers/Data Communications",43,6262,130
8,"Computers/Internet/WWW",42,156,8
8,"Computers/Internet/Broadcasting",42,3051,31
8,"Arts/Chats and Forums",32,34,1
8,"Reference/Quotations",31,13010,41
8,"Computers/Software/Industry-Specific",28,505,44
8,"Home/Urban Living",27,416,17
8,"Regional/Middle East",26,1695,122
8,"Business/Crypto",19,1254,79
8,"Health/Senior Health",17,1139,149
8,"World/Català",16,404,24
8,"Computers/Emulators",16,876,76
8,"News/Museums and Archives",6,179,42
8,"Computers/Programming/Methodologies",4,2346,62
8,"Sports/Petanque",2,281,7
7,"Health/Nutrition",25506,70746,103
7,"Adult/Regional",634,138778,914
7,"Adult/Shopping",406,7575,454
7,"Science/Research Groups and Centers",216,2600,52
7,"Society/Sexuality",163,23135,57
7,"Business/International Business and Trade",127,3303,78
7,"Business/Biotechnology and Pharmaceuticals",90,4526,72
7,"Computers/History",81,1793,71
7,"Health/Women's Health",76,1891,46
7,"Health/Nursing",62,2076,98
7,"Reference/Ask an Expert",59,1449,45
7,"Shopping/Directories",42,2053,27
7,"Health/News and Media",38,10484,92
7,"Health/Public Health and Safety",33,786,92
7,"Computers/Hacking",29,783,109
7,"Sports/Gaelic",26,153,17
7,"Business/Human Resources",26,323,55
7,"Arts/Bodyart",19,196,18
7,"Sports/Disabled",17,1604,47
7,"Computers/Software/Human Resources",17,55,22
7,"Home/Personal Organization",12,375,62
7,"Computers/Software/System Management",11,73,12
7,"Business/Environment",10,130,32
7,"Shopping/Death Care",9,43,5
7,"Health/Professions",6,571,32
7,"Shopping/Auctions",6,113,27
7,"Adult/Business",4,486,37
7,"Computers/Internet/Education",3,5,5
7,"Computers/Internet/Training",2,11,3
6,"Computers/Software/Groupware",447,1531,42
6,"Computers/Software/Business",103,5273,103
6,"Home/News and Media",78,531,63
6,"Society/Transgender",54,2055,68
6,"Adult/Computers",52,994,103
6,"Computers/Internet/Consultants",42,295,23
6,"Computers/Desktop Publishing",36,1395,27
6,"Games/Video Games/Clans and Guilds",24,1104,29
6,"Computers/Internet/Statistics and Demographics",18,114,28
6,"Computers/E-Books",18,264,27
6,"Business/Wholesale Trade",15,200,18
6,"Computers/Software/Document Management",9,268,34
6,"Computers/Computer Science",8,60,15
6,"Arts/Video",7,170,37
6,"News/Chats and Forums",3,23,10
6,"Reference/Journals",2,99,12
6,"Computers/Software/Typesetting",2,56,21
6,"Computers/Software/Licensing",1,45,2
5,"Science/Organizations",656,33878,32
5,"Science/Anomalies and Alternative Science",120,795,61
5,"Recreation/Antiques",99,941,63
5,"Regional/Oceania",93,2187,104
5,"Society/Military",69,2321,208
5,"Health/Resources",60,63,20
5,"Computers/Software/Disk Management",57,597,37
5,"Shopping/Flowers",53,11819,49
5,"Business/Customer Service",48,205,70
5,"News/Current Events",42,1315,61
5,"Health/Directories",39,22,5
5,"Sports/Bowling",38,6522,15
5,"Home/Rural Living",32,214,26
5,"Computers/Computer Science/Academic Departments",31,492,121
5,"Recreation/Nudism",24,530,34
5,"Business/Chemicals",22,574,94
5,"Shopping/Pets",21,565,45
5,"Health/Organizations",20,309,44
5,"Computers/Programming/Metaprogramming",20,37,10
5,"Adult/Image Galleries",18,1120,70
5,"World/Português",17,22,8
5,"Computers/Internet/File Sharing",15,647,25
5,"Games/Developers and Publishers",12,215,7
5,"Games/Video Games/Directories",11,71,6
5,"Business/Aerospace and Defense",6,3672,35
5,"Computers/Software/Help Desk",6,66,13
5,"Business/Education and Training",6,5673,50
5,"Computers/Software/Build Management",6,31,9
5,"Computers/Software/Fonts",4,118,8
5,"Computers/Performance and Capacity",3,6,2
5,"Games/Game Studies",3,1129,64
5,"Science/Instruments and Supplies",1,94,22
4,"Business/Mining and Drilling",66,131,15
4,"Computers/Software/Project Management",35,300,42
4,"Shopping/Crafts",35,105109,95
4,"Society/Death",32,2684,85
4,"News/Extended Coverage",29,12,4
4,"World/Français",29,292,43
4,"Computers/Software/Accounting",25,2708,58
4,"Computers/Software/Networking",24,2373,77
4,"Shopping/Office Products",21,44956,31
4,"Games/Trading Card Games",16,968,27
4,"Games/Video Games/Downloads",14,322,41
4,"Games/Video Games/Action-Adventure",14,3130,44
4,"Health/Education",13,369,29
4,"Sports/Cue Sports",8,83,12
4,"Sports/Squash",7,23,7
4,"World/Türkçe",6,151,12
4,"Home/Moving and Relocating",4,8,5
4,"Computers/Programming/Libraries",1,52,15
4,"Games/Video Games/Word Games",1,59,9
3,"Shopping/Niche",168,64,18
3,"World/Polski",37,299,30
3,"Business/Associations",24,937,79
3,"Games/Conventions",21,1950,42
3,"Games/Video Games/Platform",14,3346,37
3,"Sports/Skateboarding",13,36,12
3,"Business/Business and Society",12,1154,13
3,"Sports/Walking",12,60,13
3,"Computers/Software/Abandonware",11,44,5
3,"Computers/Software/Globalization",10,418,50
3,"Regional/Central America",9,403,25
3,"Computers/Software/Software Engineering",8,41,18
3,"Health/Aging",6,222,12
3,"Computers/Speech Technology",6,406,28
3,"Computers/Software/Marketing",5,67,22
3,"Sports/Multi-Sports",5,44,13
3,"Games/Video Games/History",4,82,19
3,"Shopping/Travel",4,166,8
3,"Computers/Software/Consultants",3,32,12
3,"Computers/Programming/History",2,0,0
3,"Computers/Programming/Databases",2,9,7
3,"Computers/Internet/Telephony",2,33,9
3,"Computers/Human-Computer Interaction",2,308,52
2,"Regional/Caribbean",174,4322,15
2,"Games/Video Games/Construction",41,877,6
2,"Sports/Cricket",17,3278,21
2,"Computers/Software/Business Drawing",17,98,21
2,"Regional/Africa",17,175,51
2,"Shopping/Holidays",10,56,12
2,"Games/Video Games/Music and Dance",9,286,17
2,"Recreation/Roads and Highways",9,501,73
2,"Business/Materials",9,383,58
2,"Home/Entertaining",8,175,16
2,"Health/Men's Health",7,98,13
2,"Computers/Internet/Publications",7,81,16
2,"Games/Dice",5,56,10
2,"Computers/Software/Workflow",4,106,12
2,"Health/Services",4,18,3
2,"Computers/Programming/Software Testing",3,31,16
2,"Computers/Internet/Cloud Computing",3,27,11
2,"Science/Academic Departments",3,73,7
2,"Health/Support Groups",2,39,13
2,"Reference/Flags",1,208,17
2,"World/Español",1,268,23
2,"Arts/Other",1,114,22
2,"Business/Other",1,1,1
1,"Computers/Software/Retailers",37,99,27
1,"Computers/Programming/Component Frameworks",29,278,54
1,"Games/Video Games/Music",16,346,19
1,"Recreation/Birding",7,733,55
1,"Recreation/Guns",4,204,37
1,"Sports/Softball",4,81,23
1,"Computers/Computer Science/People",3,132,33
1,"Computers/Usenet",3,727,40
1,"Adult/Recreation",3,56,10
1,"World/Japanese",2,3,2
1,"Computers/Software/Spreadsheets",2,12,6
1,"Health/Weight Loss",2,117,32
1,"Games/Resources",2,250,9
1,"Computers/Software/Manufacturing",2,20,7
1,"Games/Video Games/Handheld Platforms",2,132,8
1,"Sports/Flying Discs",2,10,4
1,"Science/Events",2,48,11
1,"Sports/Team Handball",1,126,28
1,"Sports/Animal Sports",1,17,8
1,"Computers/Software/Diagnostics",1,47,3
1,"Sports/Lumberjack",1,1,1
0,"Health/Specific Substances",56,38,13
0,"Health/Search Engines",36,0,0
0,"Health/Senses",18,31,14
0,"Regional/Polar Regions",10,63,3
0,"Sports/People",6,12,2
0,"Computers/Artificial Life",5,486,14
0,"Shopping/Weddings",5,21,3
0,"Sports/Airsoft",4,11,8
0,"Science/Directories",4,230,17
0,"Sports/Gymnastics",4,67,8
0,"Games/Video Games/Chats and Forums",4,101,20
0,"Sports/Darts",3,16,9
0,"Arts/Costumes",3,183,5
0,"Computers/Computer Science/Publications",2,39,9
0,"Recreation/Kites",2,36,6
0,"Sports/Korfball",2,5,3
0,"Sports/Adventure Racing",2,33,5
0,"Games/Video Games/Massive Multiplayer Online",2,24,7
0,"Shopping/Tobacco",2,1,1
0,"Games/Video Games/Fighting",1,70,15
0,"Computers/Software/Backup",1,129,38
0,"World/Nederlands",1,530,15
0,"News/Personalized News",1,1063,6
0,"Games/Tile Games",1,32,8
0,"Health/Teen Health",1,10,5
0,"Computers/Programming/FAQs  Help  and Tutorials",1,1,1
0,"Computers/Algorithms",1,21,12
0,"Sports/Orienteering",1,18,6
0,"Computers/Programming/Magazines and E-zines",1,12,2
0,"Sports/Jai Alai",0,26,9
0,"Computers/Programming/Games",0,80,17
0,"Computers/Software/Object-Oriented",0,924,5
0,"Computers/Programming/Operating Systems",0,2,1
0,"Computers/Software/Enterprise Information Integration",0,1,1
0,"Computers/Software/Educational",0,372,31
0,"World/Română",0,6,2
0,"Sports/Handball",0,6,2
0,"Sports/Women",0,2,1
0,"Sports/Lacrosse",0,1,1
0,"Arts/News and Media",0,7,3
0,"World/Chinese Simplified",0,1,1
0,"Recreation/Locks",0,4,1
0,"World/Russian",0,16,7
0,"Shopping/Tools",0,8,5
0,"Computers/Software/Conferences and Trade Shows",0,10,4
0,"Games/Yard  Deck  and Table Games",0,27,3
0,"Computers/Other",0,1,1
0,"Society/Support Groups",0,2,1
0,"World/Bosanski",0,69,5
0,"Computers/Software/Information Retrieval",0,92,6
0,"Reference/Books",0,9,4
0,"Sports/Goalball",0,2,2
0,"Sports/Fencing",0,40,12
0,"Computers/Mailing Lists",0,6,2
0,"Reference/World Records",0,76,5
0,"Computers/Bulletin Board Systems",0,60,2
0,"Sports/Pesäpallo",0,1,1
0,"Games/Video Games/Humor and Jokes",0,4,3
0,"Health/Products and Shopping",0,4,2
0,"Home/Software",0,138,1
0,"Computers/Programming/Contests",0,24,1
0,"World/Norsk",0,6,3
0,"Computers/Internet/Internet Fax",0,22,5
0,"Health/Home Health",0,124,4
0,"Sports/Badminton",0,44,5
0,"World/Hrvatski",0,1,1
0,"Computers/Supercomputing",0,372,4
0,"Computers/Ethics",0,4,3
0,"Computers/Intranet",0,2,1
0,"Computers/Programming/Disassemblers",0,25,1
0,"Computers/Programming/Threads",0,2,1
0,"Adult/Games",0,1,1
0,"Computers/Software/Master Data Management",0,81,5
0,"Computers/Software/Office Suites",0,3096,18
0,"Computers/Parallel Computing",0,27,9
0,"Games/Play-By-Mail",0,1,1
0,"Recreation/Picture Ratings",0,1,1
0,"Games/Hand Games",0,62,3
0,"Computers/Programming/Education",0,1,1
0,"Computers/Software/Configuration Management",0,912,15
0,"Business/Cooperatives",0,31,10
0,"World/Bahasa Indonesia",0,14,6
0,"Computers/Software/Rentable",0,2,2
0,"Home/Emergency Preparation",0,723,3
0,"Society/Advice",0,13,5
0,"Computers/Software/Document Imaging",0,13,5
0,"Science/Employment",0,7,1
0,"Computers/Programming/Graphics",0,37,11
0,"Computers/Software/Data Administration",0,9,5
0,"Sports/Racquetball",0,1,1
0,"Sports/College and University",0,12,5
0,"Recreation/Tobacco",0,9,4
0,"News/Internet Broadcasts",0,158,17
0,"Computers/Programming/Compilers",0,228,29
0,"Computers/Computer Science/Research Institutes",0,80,21
0,"Reference/Thesauri",0,2,1
0,"World/Ukrainian",0,9,3
0,"Reference/Knots",0,1,1
0,"Computers/Internet/Policy",0,4,3
0,"Computers/Programming/Drivers",0,1,1
0,"Games/Paper and Pencil",0,16,1
0,"Games/Video Games/Educational",0,5,2
0,"Science/Software",0,69,9
0,"Reference/Bibliography",0,15,5
0,"Games/Party Games",0,1,1
0,"Science/Methods and Techniques",0,40,7
0,"Sports/Paddleball",0,90,2
0,"Computers/Software/Communications",0,3,2
0,"Sports/Archery",0,3,3
0,"Computers/Software/Word Processors",0,9,2
0,"Computers/Software/Barcode",0,6,4
0,"Computers/Programming/Agents",0,1,1
0,"Sports/Extreme Sports",0,2134,8
0,"Computers/Software/History",0,19,5
0,"Games/Play Groups",0,7,1
0,"Computers/Computer Science/Conferences",0,42,13
0,"Sports/Laser Games",0,2,1
0,"Computers/Computer Science/Database Theory",0,10,4
0,"World/Bulgarian",0,5,3
0,"Sports/Greyhound Racing",0,167,2
0,"Sports/Youth and High School",0,723,41
0,"Games/Video Games/Fan Pages",0,10,3
0,"Sports/Rodeo",0,7,3
